StartTime,EndTime,AreaID,UnitName,Load
2021-12-31T23:45+00:00Z,2022-01-01T00:00+00:00Z,10YHU-MAVIR----U,MAW,4254
2022-01-01T00:00+00:00Z,2022-01-01T00:15+00:00Z,10YHU-MAVIR----U,MAW,4211
2022-01-01T00:15+00:00Z,2022-01-01T00:30+00:00Z,10YHU-MAVIR----U,MAW,4155
2022-01-01T00:30+00:00Z,2022-01-01T00:45+00:00Z,10YHU-MAVIR----U,MAW,4087
2022-01-01T00:45+00:00Z,2022-01-01T01:00+00:00Z,10YHU-MAVIR----U,MAW,4004
2022-01-01T01:00+00:00Z,2022-01-01T01:15+00:00Z,10YHU-MAVIR----U,MAW,3950
2022-01-01T01:15+00:00Z,2022-01-01T01:30+00:00Z,10YHU-MAVIR----U,MAW,3882
2022-01-01T01:30+00:00Z,2022-01-01T01:45+00:00Z,10YHU-MAVIR----U,MAW,3824
2022-01-01T01:45+00:00Z,2022-01-01T02:00+00:00Z,10YHU-MAVIR----U,MAW,3770
2022-01-01T02:00+00:00Z,2022-01-01T02:15+00:00Z,10YHU-MAVIR----U,MAW,3733
2022-01-01T02:15+00:00Z,2022-01-01T02:30+00:00Z,10YHU-MAVIR----U,MAW,3707
2022-01-01T02:30+00:00Z,2022-01-01T02:45+00:00Z,10YHU-MAVIR----U,MAW,3677
2022-01-01T02:45+00:00Z,2022-01-01T03:00+00:00Z,10YHU-MAVIR----U,MAW,3664
2022-01-01T03:00+00:00Z,2022-01-01T03:15+00:00Z,10YHU-MAVIR----U,MAW,3656
2022-01-01T03:15+00:00Z,2022-01-01T03:30+00:00Z,10YHU-MAVIR----U,MAW,3647
2022-01-01T03:30+00:00Z,2022-01-01T03:45+00:00Z,10YHU-MAVIR----U,MAW,3662
2022-01-01T03:45+00:00Z,2022-01-01T04:00+00:00Z,10YHU-MAVIR----U,MAW,3665
2022-01-01T04:00+00:00Z,2022-01-01T04:15+00:00Z,10YHU-MAVIR----U,MAW,3655
2022-01-01T04:15+00:00Z,2022-01-01T04:30+00:00Z,10YHU-MAVIR----U,MAW,3660
2022-01-01T04:30+00:00Z,2022-01-01T04:45+00:00Z,10YHU-MAVIR----U,MAW,3663
2022-01-01T04:45+00:00Z,2022-01-01T05:00+00:00Z,10YHU-MAVIR----U,MAW,3710
2022-01-01T05:00+00:00Z,2022-01-01T05:15+00:00Z,10YHU-MAVIR----U,MAW,3720
2022-01-01T05:15+00:00Z,2022-01-01T05:30+00:00Z,10YHU-MAVIR----U,MAW,3732
2022-01-01T05:30+00:00Z,2022-01-01T05:45+00:00Z,10YHU-MAVIR----U,MAW,3741
2022-01-01T05:45+00:00Z,2022-01-01T06:00+00:00Z,10YHU-MAVIR----U,MAW,3767
2022-01-01T06:00+00:00Z,2022-01-01T06:15+00:00Z,10YHU-MAVIR----U,MAW,3729
2022-01-01T06:15+00:00Z,2022-01-01T06:30+00:00Z,10YHU-MAVIR----U,MAW,3746
2022-01-01T06:30+00:00Z,2022-01-01T06:45+00:00Z,10YHU-MAVIR----U,MAW,3761
2022-01-01T06:45+00:00Z,2022-01-01T07:00+00:00Z,10YHU-MAVIR----U,MAW,3798
2022-01-01T07:00+00:00Z,2022-01-01T07:15+00:00Z,10YHU-MAVIR----U,MAW,3814
2022-01-01T07:15+00:00Z,2022-01-01T07:30+00:00Z,10YHU-MAVIR----U,MAW,3815
2022-01-01T07:30+00:00Z,2022-01-01T07:45+00:00Z,10YHU-MAVIR----U,MAW,3819
2022-01-01T07:45+00:00Z,2022-01-01T08:00+00:00Z,10YHU-MAVIR----U,MAW,3811
2022-01-01T08:00+00:00Z,2022-01-01T08:15+00:00Z,10YHU-MAVIR----U,MAW,3851
2022-01-01T08:15+00:00Z,2022-01-01T08:30+00:00Z,10YHU-MAVIR----U,MAW,3875
2022-01-01T08:30+00:00Z,2022-01-01T08:45+00:00Z,10YHU-MAVIR----U,MAW,3886
2022-01-01T08:45+00:00Z,2022-01-01T09:00+00:00Z,10YHU-MAVIR----U,MAW,3939
2022-01-01T09:00+00:00Z,2022-01-01T09:15+00:00Z,10YHU-MAVIR----U,MAW,3984
2022-01-01T09:15+00:00Z,2022-01-01T09:30+00:00Z,10YHU-MAVIR----U,MAW,4005
2022-01-01T09:30+00:00Z,2022-01-01T09:45+00:00Z,10YHU-MAVIR----U,MAW,4001
2022-01-01T09:45+00:00Z,2022-01-01T10:00+00:00Z,10YHU-MAVIR----U,MAW,4055
2022-01-01T10:00+00:00Z,2022-01-01T10:15+00:00Z,10YHU-MAVIR----U,MAW,4071
2022-01-01T10:15+00:00Z,2022-01-01T10:30+00:00Z,10YHU-MAVIR----U,MAW,4087
2022-01-01T10:30+00:00Z,2022-01-01T10:45+00:00Z,10YHU-MAVIR----U,MAW,4138
2022-01-01T10:45+00:00Z,2022-01-01T11:00+00:00Z,10YHU-MAVIR----U,MAW,4204
2022-01-01T11:00+00:00Z,2022-01-01T11:15+00:00Z,10YHU-MAVIR----U,MAW,4231
2022-01-01T11:15+00:00Z,2022-01-01T11:30+00:00Z,10YHU-MAVIR----U,MAW,4242
2022-01-01T11:30+00:00Z,2022-01-01T11:45+00:00Z,10YHU-MAVIR----U,MAW,4244
2022-01-01T11:45+00:00Z,2022-01-01T12:00+00:00Z,10YHU-MAVIR----U,MAW,4249
2022-01-01T12:00+00:00Z,2022-01-01T12:15+00:00Z,10YHU-MAVIR----U,MAW,4270
2022-01-01T12:15+00:00Z,2022-01-01T12:30+00:00Z,10YHU-MAVIR----U,MAW,4278
2022-01-01T12:30+00:00Z,2022-01-01T12:45+00:00Z,10YHU-MAVIR----U,MAW,4297
2022-01-01T12:45+00:00Z,2022-01-01T13:00+00:00Z,10YHU-MAVIR----U,MAW,4350
2022-01-01T13:00+00:00Z,2022-01-01T13:15+00:00Z,10YHU-MAVIR----U,MAW,4338
2022-01-01T13:15+00:00Z,2022-01-01T13:30+00:00Z,10YHU-MAVIR----U,MAW,4357
